elapsed_sec,frame_ms,draw_calls
23.135,16.389,370
23.152,16.967,368
23.168,16.443,371
23.185,16.668,372
23.201,16.762,374
23.218,16.981,370
23.235,16.257,372
23.251,16.762,372
23.268,16.722,373
23.285,16.670,371
23.302,16.885,369
23.318,16.458,368
23.335,16.670,368
23.352,16.886,373
23.368,16.444,376
23.385,16.774,374
23.402,16.766,374
23.418,16.626,374
23.435,16.678,373
23.452,16.567,374
23.469,16.917,376
23.485,16.584,372
23.502,16.719,369
23.518,16.428,372
23.535,16.927,375
23.552,16.786,374
23.569,16.643,372
23.585,16.446,373
23.602,16.733,372
23.618,16.646,376
23.635,16.817,374
23.652,16.689,377
23.668,16.515,373
23.685,16.674,375
23.702,16.672,380
23.719,16.719,380
23.736,17.368,376
23.752,15.820,379
23.768,16.774,378
23.785,16.716,378
23.802,16.710,378
23.819,16.832,379
23.835,16.621,375
23.852,16.563,374
23.869,17.179,378
23.885,16.384,380
23.902,16.615,378
23.919,16.620,377
23.936,17.088,377
23.952,15.974,378
23.969,16.896,378
23.986,16.961,376
24.002,16.433,373
24.019,16.629,376
24.035,16.726,378
24.052,16.683,383
24.069,16.813,382
24.086,16.624,377
24.102,16.589,381
24.119,16.745,380
24.136,16.946,380
24.152,16.434,380
24.169,16.738,374
24.186,16.858,377
24.202,16.511,379
24.219,16.579,380
24.236,16.703,382
24.253,16.896,377
24.269,16.625,379
24.286,16.535,379
24.302,16.605,380
24.319,16.869,379
24.336,16.635,377
24.352,16.505,373
24.369,16.894,377
24.386,16.515,382
24.402,16.580,384
24.419,16.920,383
24.436,16.535,382
24.453,16.887,382
24.469,16.520,378
24.486,16.804,381
24.502,16.486,383
24.519,16.689,381
24.536,16.769,376
24.553,16.759,379
24.569,16.520,382
24.586,16.614,381
24.603,16.974,379
24.619,16.428,380
24.636,16.816,378
24.653,16.702,382
24.669,16.577,380
24.686,16.657,383
24.703,16.975,378
24.719,16.309,380
24.736,16.833,385
24.753,16.596,385
24.769,16.682,381
24.786,16.669,384
24.803,16.684,384
24.820,16.804,383
24.836,16.579,383
24.853,16.633,382
24.869,16.742,378
24.886,16.745,377
24.903,16.770,380
24.919,16.446,383
24.936,16.644,380
24.953,16.860,379
24.969,16.518,380
24.986,16.736,379
25.003,16.668,381
25.020,17.000,379
25.036,16.356,373
25.053,16.796,373
25.070,16.645,378
25.086,16.625,383
25.103,16.829,383
25.120,16.550,377
25.136,16.795,381
25.153,16.678,379
25.170,16.474,380
25.186,16.708,380
25.203,16.822,378
25.220,16.582,375
25.236,16.691,377
25.253,16.777,378
25.270,16.689,380
25.286,16.576,375
25.303,16.756,378
25.320,16.727,377
25.337,16.681,377
25.353,16.774,375
25.370,16.518,373
25.387,16.725,370
25.403,16.506,371
25.420,16.671,376
25.437,16.734,378
25.453,16.688,375
25.470,16.777,377
25.487,16.611,377
25.503,16.635,372
25.520,17.016,375
25.537,16.568,374
25.553,16.610,371
25.570,16.564,365
25.587,16.635,371
25.603,16.742,374
25.620,16.754,374
25.637,16.523,371
25.654,16.859,371
25.670,16.670,371
25.687,16.545,373
25.703,16.729,369
25.720,16.754,367
25.737,16.758,366
25.754,16.842,368
25.770,16.311,373
25.787,16.715,372
25.804,16.872,368
25.821,17.029,370
25.837,15.884,369
25.854,17.071,367
25.870,16.510,368
25.887,16.719,365
25.904,16.688,360
25.920,16.704,360
25.937,16.617,361
25.954,16.706,367
25.970,16.726,364
25.987,16.786,364
26.004,16.524,363
26.020,16.785,361
26.037,16.594,364
26.054,16.905,360
26.071,16.689,353
26.087,16.449,354
26.104,16.830,359
26.121,16.716,364
26.137,16.598,361
26.154,16.552,357
26.171,17.031,360
26.187,16.276,357
26.204,16.749,357
26.221,16.782,358
26.238,17.161,352
26.254,15.791,352
26.271,17.148,353
26.287,16.659,354
26.304,16.603,356
26.321,16.689,351
26.338,16.895,352
26.354,16.388,352
26.371,16.894,352
26.387,16.465,350
26.404,16.871,349
26.421,16.480,347
26.437,16.611,346
26.454,16.871,351
26.471,16.690,352
26.487,16.525,349
26.504,16.668,351
26.521,16.711,351
26.538,16.795,346
26.554,16.671,349
26.571,16.643,348
26.588,16.626,344
26.604,16.776,341
26.621,16.654,344
26.638,16.739,347
26.654,16.733,346
26.671,16.567,344
26.688,16.732,344
26.704,16.537,343
26.721,16.739,347
26.738,16.872,342
26.754,16.404,339
26.771,16.752,339
26.788,16.944,341
26.804,16.389,346
26.821,16.730,345
26.838,16.630,342
26.854,16.754,342
26.871,16.836,343
26.888,16.503,341
26.905,16.839,341
26.921,16.574,338
26.938,16.680,333
26.955,16.638,334
26.971,16.559,336
26.988,16.969,341
27.005,16.543,336
27.021,16.662,337
27.038,16.776,337
27.055,16.540,336
27.072,17.158,338
27.088,16.318,339
27.105,16.643,334
27.121,16.604,335
27.138,16.742,339
27.155,16.648,345
27.171,16.640,346
27.188,16.693,342
27.205,16.601,345
27.221,16.733,344
27.238,16.919,343
27.255,16.571,345
27.271,16.517,340
27.288,16.715,336
27.305,16.617,342
27.321,16.731,343
27.338,16.654,346
27.355,16.850,343
27.372,16.828,344
27.388,16.490,344
27.405,16.654,345
27.422,16.681,345
27.438,16.754,344
27.455,16.594,340
27.472,16.623,340
27.488,16.658,348
27.505,16.901,350
27.522,16.719,350
27.538,16.489,349
27.555,17.024,350
27.572,16.367,347
27.588,16.555,349
27.605,17.063,349
27.622,16.330,345
27.638,16.685,344
27.655,16.744,347
27.672,16.857,351
27.688,16.351,355
27.705,16.817,353
27.722,16.674,357
27.738,16.590,355
27.755,16.783,359
27.772,16.703,357
27.789,16.792,353
27.805,16.604,351
27.822,16.609,353
27.839,16.794,361
27.855,16.617,361
27.872,16.624,358
27.889,16.674,359
27.905,16.707,360
27.922,16.858,356
27.939,16.693,359
27.956,16.788,365
27.972,16.511,363
27.989,16.694,367
28.006,16.942,373
28.022,16.218,377
28.039,16.875,376
28.056,17.124,377
28.072,16.325,376
28.089,16.416,373
28.105,16.702,376
28.122,16.824,374
28.139,16.517,374
28.156,16.732,368
28.172,16.680,374
28.189,16.680,385
28.205,16.549,387
28.222,16.692,384
28.239,16.770,391
28.256,16.730,393
28.272,16.608,391
28.289,16.976,392
28.306,16.652,389
28.322,16.594,391
28.339,16.655,399
28.356,16.460,401
28.373,16.959,404
28.389,16.496,398
28.406,16.838,405
28.422,16.527,406
28.439,16.734,410
28.456,16.639,411
28.472,16.660,410
28.489,16.766,409
28.506,16.627,411
28.522,16.494,422
28.539,17.021,427
28.556,16.666,422
28.572,16.461,420
28.589,16.830,425
28.607,17.525,420
28.622,15.395,423
28.639,17.120,424
28.656,16.524,422
28.672,16.661,425
28.689,16.756,439
28.706,16.703,445
28.723,16.665,447
28.739,16.679,443
28.756,16.821,447
28.773,16.551,443
28.789,16.651,450
28.806,16.720,448
28.823,16.620,448
28.839,16.683,436
28.856,16.726,448
28.873,16.737,459
28.889,16.482,461
28.906,16.704,460
28.923,16.699,463
28.939,16.767,466
28.956,16.602,461
28.973,17.161,467
28.989,15.962,467
29.006,16.877,460
29.023,16.699,466
29.040,16.773,474
29.056,16.671,480
29.073,16.726,477
29.090,16.752,478
29.106,16.571,484
29.123,16.734,483
29.140,16.666,489
29.156,16.637,489
29.173,16.713,479
29.190,16.677,482
29.206,16.596,489
29.223,16.632,499
29.240,16.818,499
29.256,16.660,495
29.273,16.680,501
29.290,16.708,502
29.306,16.644,503
29.323,16.684,507
29.340,16.664,504
29.356,16.593,500
29.373,16.689,513
29.390,16.725,517
29.406,16.636,520
29.423,16.799,517
29.440,16.667,522
29.457,16.826,523
29.473,16.748,526
29.490,16.439,527
29.507,16.739,524
29.523,16.630,519
29.540,16.756,518
29.557,16.731,531
29.573,16.682,535
29.590,16.530,531
29.607,16.651,531
29.623,16.743,537
29.640,16.550,535
29.657,16.817,539
29.674,16.819,539
29.690,16.548,541
29.707,16.540,538
29.723,16.796,546
29.740,16.572,552
29.757,16.864,551
29.773,16.583,549
29.790,16.713,554
29.807,16.691,553
29.824,16.680,559
29.840,16.547,555
29.857,16.690,557
29.873,16.674,547
29.890,16.690,555
29.907,16.662,561
29.924,16.825,566
29.940,16.554,559
29.957,16.663,566
29.974,16.812,569
29.990,16.537,565
30.007,16.698,569
30.024,16.683,570
30.040,16.817,572
30.057,16.545,573
30.074,16.763,574
30.090,16.603,569
30.107,16.808,574
30.124,16.756,577
30.140,16.462,570
30.157,16.799,565
30.174,16.517,572
30.190,16.869,575
30.207,16.564,578
30.224,16.620,577
30.240,16.726,579
30.257,16.752,576
30.274,16.565,577
30.290,16.731,581
30.307,16.759,577
30.324,16.663,569
30.341,16.632,574
30.357,16.662,573
30.374,16.746,574
30.391,16.791,570
30.407,16.649,574
30.424,16.727,572
30.441,16.663,569
30.457,16.666,573
30.474,16.704,569
30.491,16.589,557
30.507,16.682,557
30.524,16.595,561
30.541,16.797,567
30.558,16.802,568
30.574,16.435,564
30.591,16.698,566
30.607,16.685,560
30.624,16.678,568
30.641,16.696,565
30.658,16.782,562
30.674,16.759,550
30.691,16.709,549
30.707,16.411,557
30.724,16.958,555
30.741,16.671,555
30.758,16.783,557
30.774,16.550,550
30.791,16.692,555
30.808,16.460,556
30.824,16.677,551
30.841,16.658,540
30.858,16.829,541
30.874,16.575,549
30.891,16.781,552
30.908,16.548,551
30.924,16.834,550
30.941,16.655,548
30.958,16.528,544
30.974,16.742,552
30.991,16.685,546
31.008,16.967,536
31.024,16.472,530
31.041,16.609,534
31.058,16.941,542
31.075,16.634,539
31.091,16.516,538
31.108,16.725,539
31.125,16.674,534
31.141,16.567,541
31.158,16.880,540
31.175,16.611,531
31.191,16.740,520
31.208,16.639,529
31.225,16.723,533
31.241,16.663,536
31.258,16.460,530
31.275,16.908,535
31.291,16.647,530
31.308,16.608,535
31.325,16.733,535
31.341,16.719,530
31.358,16.438,517
31.375,16.854,513
31.392,16.761,521
31.408,16.662,522
31.425,16.555,520
31.442,16.786,524
31.458,16.689,522
31.475,16.550,518
31.491,16.657,524
31.508,16.643,519
31.525,16.818,509
31.542,16.912,507
31.558,16.325,512
31.575,16.882,518
31.592,16.522,519
31.608,16.629,514
31.625,16.701,516
31.642,16.820,510
31.658,16.643,515
31.675,16.715,514
31.692,16.693,511
31.708,16.540,502
31.725,16.905,499
31.742,16.912,506
31.759,16.510,506
31.775,16.374,506
31.792,16.713,506
31.808,16.752,503
31.825,16.927,505
31.842,16.407,507
31.858,16.559,502
31.875,16.887,491
31.893,17.434,494
31.908,15.535,499
31.925,16.899,502
31.942,16.782,501
31.958,16.604,500
31.975,16.730,500
31.992,16.567,497
32.009,16.779,503
32.025,16.646,498
32.042,16.726,489
32.059,16.698,484
32.075,16.598,492
32.092,16.768,493
32.109,16.832,491
32.125,16.582,491
32.142,16.719,490
32.159,16.678,485
32.175,16.605,491
32.192,16.610,492
32.209,16.664,483
32.225,16.698,476
32.242,16.666,479
32.259,16.731,485
32.275,16.589,488
32.292,16.895,484
32.309,16.692,486
32.325,16.488,482
32.342,16.764,488
32.359,16.579,487
32.376,16.774,481
32.392,16.598,469
32.409,16.964,469
32.426,16.544,477
32.442,16.542,477
32.459,16.837,473
32.476,16.544,478
32.492,16.656,475
32.509,16.687,471
32.526,16.668,476
32.542,16.876,471
32.559,16.657,459
32.576,16.861,459
32.593,16.512,467
32.609,16.591,469
32.626,16.585,469
32.643,16.876,465
32.659,16.586,467
32.676,16.874,462
32.692,16.449,470
32.709,16.673,467
32.726,16.653,464
32.743,16.884,451
32.760,16.933,453
32.776,16.013,458
32.793,17.414,456
32.809,15.873,457
32.826,16.975,459
32.843,16.676,455
32.859,16.834,457
32.876,16.490,457
32.893,16.632,452
32.909,16.772,441
32.926,16.935,444
32.943,16.407,452
32.959,16.705,449
32.976,16.699,449
32.993,16.630,449
33.009,16.728,449
33.026,16.681,445
33.043,16.736,451
33.059,16.592,447
33.076,16.738,437
33.093,16.761,436
33.109,16.566,435
33.126,16.653,440
33.143,16.633,439
33.160,16.864,438
33.176,16.503,437
33.193,16.703,431
33.210,16.865,437
33.226,16.664,435
33.243,16.633,428
33.260,16.622,422
33.276,16.593,427
33.293,16.876,428
33.310,16.646,428
33.326,16.689,423
33.343,16.597,427
33.360,16.928,422
33.376,16.389,427
33.393,16.593,427
33.410,16.736,423
33.427,16.949,414
33.443,16.730,411
33.460,16.544,415
33.476,16.564,412
33.493,16.647,409
33.510,16.643,411
33.526,16.695,410
33.543,16.677,404
33.560,16.853,411
33.577,16.737,406
33.593,16.645,396
33.610,16.662,398
33.627,16.623,397
33.643,16.531,398
33.660,16.717,396
33.677,16.869,394
33.693,16.658,395
33.710,16.598,388
33.727,16.843,396
33.743,16.403,393
33.760,16.842,389
33.777,16.565,381
33.794,16.942,378
33.810,16.411,377
33.827,16.812,376
33.843,16.626,376
33.860,16.578,379
33.877,16.704,374
33.893,16.709,377
33.910,16.728,378
33.927,16.620,373
33.944,17.393,360
33.960,15.687,360
33.977,16.937,363
33.993,16.669,364
34.010,16.819,364
34.027,16.646,361
34.044,16.572,362
34.060,16.657,358
34.077,16.705,364
34.094,16.642,360
34.110,16.689,349
34.127,16.792,348
34.144,16.839,344
34.160,16.520,345
34.177,16.610,344
34.194,16.698,345
34.210,16.652,344
34.227,16.629,338
34.244,16.745,344
34.260,16.704,342
34.277,16.659,334
34.294,16.814,329
34.311,16.856,330
34.327,16.444,330
34.344,16.703,330
34.361,16.699,326
34.377,16.634,329
34.394,16.623,326
34.411,16.747,329
34.427,16.846,328
34.444,16.573,323
34.461,16.741,313
34.477,16.423,312
34.494,16.928,312
34.511,16.619,311
34.527,16.551,310
34.544,16.658,313
34.561,16.835,311
34.577,16.610,306
34.594,16.787,309
34.611,16.573,306
34.627,16.656,296
34.644,16.636,297
34.661,16.679,293
34.678,16.824,299
34.694,16.699,298
34.711,16.667,296
34.728,16.673,297
34.744,16.580,291
34.761,16.698,296
34.778,16.701,293
34.794,16.556,290
34.811,16.931,283
34.828,16.662,283
34.844,16.591,280
34.861,16.635,279
34.878,16.761,278
34.894,16.632,279
34.911,16.585,275
34.927,16.605,277
34.944,16.906,276
34.961,16.554,272
34.978,16.708,265
34.994,16.776,263
35.011,16.687,266
35.028,16.516,267
35.044,16.752,266
35.061,16.701,265
35.078,16.701,264
35.094,16.671,258
35.111,16.635,263
35.128,16.685,259
35.145,16.845,254
35.161,16.710,250
35.178,16.503,252
35.195,16.711,251
35.211,16.615,250
35.228,16.625,250
35.245,16.851,250
35.261,16.657,243
35.278,16.677,247
35.295,16.643,245
35.311,16.664,237
35.328,16.575,235
35.345,16.881,239
35.361,16.527,237
35.378,16.775,236
35.395,16.716,233
35.411,16.571,235
35.428,16.837,230
35.445,16.599,232
35.462,16.843,232
35.478,16.479,227
35.495,16.620,224
35.512,16.817,219
35.528,16.667,223
35.545,16.712,219
35.562,16.719,216
35.578,16.747,218
35.595,16.591,217
35.611,16.518,214
35.628,16.734,216
35.645,16.623,213
35.662,16.818,208
35.678,16.712,208
35.695,16.639,205
35.712,16.688,209
35.728,16.659,206
35.745,16.614,206
35.762,16.774,206
35.778,16.659,201
35.795,16.569,206
35.812,16.832,203
35.828,16.618,200
35.845,16.584,196
35.862,16.923,195
35.878,16.431,196
35.895,16.750,196
35.912,16.767,194
35.929,16.743,195
35.945,16.411,191
35.962,16.863,191
35.978,16.491,192
35.995,16.869,189
36.012,16.655,184
36.029,16.785,181
36.045,16.675,182
36.062,16.607,184
36.079,16.634,183
36.095,16.855,183
36.112,16.558,182
36.129,16.665,179
36.145,16.681,182
36.162,16.803,178
36.179,16.667,173
36.195,16.543,172
36.212,16.533,172
36.229,16.861,172
36.245,16.667,171
36.262,16.759,170
36.279,16.630,170
36.296,16.691,165
36.312,16.739,168
36.329,16.524,166
36.346,16.743,161
36.362,16.537,158
36.379,16.764,159
36.395,16.673,157
36.412,16.763,156
36.429,16.759,154
36.445,16.472,155
36.462,16.787,151
36.479,16.765,152
36.496,16.690,153
36.513,16.775,148
36.529,16.471,145
36.546,16.725,143
36.563,16.861,146
36.579,16.365,142
36.596,16.899,139
36.612,16.464,142
36.629,16.796,140
36.646,16.705,137
36.662,16.623,139
36.679,16.727,136
36.696,16.732,131
36.712,16.576,129
36.729,16.739,128
36.746,16.613,129
36.763,16.797,130
36.779,16.572,129
36.796,16.691,129
36.813,16.758,129
36.829,16.515,130
36.846,16.977,130
36.863,16.901,127
36.879,16.298,123
36.896,16.551,126
36.913,16.972,123
36.929,16.377,123
36.946,16.734,121
36.963,16.836,123
36.979,16.490,120
36.996,16.806,121
37.013,16.831,121
37.029,16.322,121
37.046,16.790,116
37.063,17.111,115
37.079,15.961,117
37.096,17.060,114
37.113,16.658,115
37.129,16.646,115
37.146,16.656,115
37.163,16.788,114
37.179,16.575,118
37.196,16.938,117
37.213,16.490,111
37.229,16.571,111
37.246,16.688,111
37.263,16.806,109
37.280,16.668,110
37.296,16.575,109
37.313,16.899,110
37.330,16.551,108
37.346,16.653,114
37.363,16.671,114
37.380,16.646,111
37.396,16.607,105
37.413,16.780,105
37.430,16.590,105
37.446,16.765,106
37.463,16.880,106
37.480,16.513,107
37.497,16.771,106
37.513,16.535,109
37.530,16.712,110
37.547,16.800,107
37.563,16.563,103
37.580,16.730,103
37.597,16.654,99
37.613,16.553,98
37.630,16.662,101
37.647,17.249,104
37.663,16.228,104
37.680,16.624,104
37.697,16.821,108
37.713,16.625,108
37.730,16.559,105
37.747,16.743,101
37.763,16.604,102
37.780,16.713,99
37.797,16.756,101
37.813,16.591,97
37.830,16.712,99
37.847,16.775,97
37.863,16.747,100
37.880,16.763,100
37.897,16.451,97
37.913,16.653,92
37.930,16.853,92
37.947,16.599,92
37.963,16.590,85
37.980,16.739,88
37.997,16.613,90
38.013,16.689,88
38.031,17.212,89
38.047,15.855,93
38.064,17.186,91
38.081,17.020,82
38.097,16.345,82
38.113,16.437,78
38.130,16.720,75
38.147,16.832,76
38.164,16.574,75
38.180,16.643,76
38.197,16.806,71
38.214,16.482,74
38.231,17.115,75
38.247,16.289,70
38.264,16.690,65
38.280,16.674,62
38.297,16.680,61
38.314,16.696,61
38.330,16.761,67
38.347,16.690,66
38.364,16.754,63
38.381,16.691,65
38.397,16.657,62
38.414,16.511,57
38.430,16.700,53
38.447,16.663,53
38.464,16.886,49
38.481,16.585,49
38.497,16.511,47
38.514,16.940,49
38.531,16.464,47
38.547,16.812,47
38.564,16.504,48
38.581,17.007,48
38.597,16.486,43
38.614,16.798,38
38.631,16.606,38
38.647,16.540,38
38.664,16.717,40
38.681,16.656,43
38.697,16.769,43
38.714,16.667,40
38.731,16.633,40
38.747,16.708,40
38.764,16.855,35
38.781,16.477,33
38.797,16.755,30
38.814,16.702,26
38.831,16.560,26
38.847,16.727,26
38.864,16.795,27
38.881,16.491,25
38.897,16.665,25
38.914,17.000,25
38.931,16.432,25
38.948,16.677,21
38.964,16.844,18
38.981,16.529,18
38.998,16.866,18
39.014,16.684,21
39.031,16.577,22
39.048,16.560,19
39.064,16.733,19
39.081,16.711,19
39.098,16.623,17
39.114,16.764,14
39.131,16.510,11
39.148,16.756,11
39.164,16.764,11
39.181,16.709,12
39.198,16.589,12
39.215,16.774,12
39.231,16.552,10
39.248,16.774,10
39.265,17.000,10
39.281,16.256,10
39.298,16.709,7
39.315,16.719,4
39.331,16.700,4
39.348,16.615,4
39.365,16.664,4
39.381,16.780,4
39.398,16.593,3
39.415,16.674,3
39.431,16.669,3
39.448,16.755,3
39.465,16.760,3
39.481,16.601,0
39.498,16.808,0
39.515,16.403,0
39.532,16.958,0
39.548,16.599,0
39.565,16.808,0
39.582,16.669,0
39.598,16.680,0
39.615,16.877,0
39.632,16.488,0
39.648,16.458,0
39.665,17.327,0
39.682,16.076,0
39.698,16.791,0
39.715,16.764,0
39.732,16.862,0
39.748,16.413,0
39.766,17.327,0
39.782,15.903,0
39.798,16.854,0
39.815,16.681,0
39.832,16.673,0
39.848,16.510,0
39.865,16.867,0
39.882,16.782,0
39.898,16.351,0
39.915,16.886,0
39.932,16.423,0
39.949,17.405,0
39.965,15.920,0
39.982,17.046,0
39.998,16.406,0
40.015,16.715,0
40.032,16.684,0
40.050,17.774,0
40.065,15.623,0
40.082,16.948,0
40.099,16.424,0
40.115,16.594,0
40.132,16.760,0
40.149,16.779,0
40.165,16.602,0
40.182,16.795,0
40.199,16.708,0
40.215,16.598,0
40.232,16.603,0
40.249,16.671,0
40.265,16.610,0
40.282,16.721,0
40.299,16.785,0
40.315,16.700,0
40.332,16.565,0
40.349,16.782,0
40.365,16.555,0
40.382,16.782,0
40.399,16.682,0
40.415,16.639,0
40.432,16.609,0
40.449,16.676,0
40.466,16.897,0
40.482,16.701,0
40.499,16.571,0
40.515,16.469,0
40.532,16.979,0
40.549,16.495,0
40.566,16.631,0
40.582,16.724,0
40.599,16.769,0
40.616,16.541,0
40.632,16.911,0
40.649,16.769,0
40.666,16.518,0
40.682,16.530,0
40.699,16.666,0
40.716,16.696,0
40.732,16.730,0
40.749,16.617,0
40.766,16.754,0
40.782,16.670,0
40.799,16.656,0
40.816,17.099,0
40.833,16.623,0
40.849,15.910,0
40.866,17.167,0
40.882,16.590,0
40.899,16.706,0
40.916,16.696,0
40.932,16.617,0
40.949,16.698,0
40.966,16.805,0
40.983,16.695,0
40.999,16.703,0
41.016,16.525,0
41.033,16.789,0
41.049,16.541,0
41.066,16.929,0
41.083,16.822,0
41.099,16.291,0
41.116,16.699,0
41.133,16.931,0
41.149,16.525,0
41.166,16.528,0
41.183,16.902,0
41.199,16.484,0
41.216,16.907,0
41.233,16.439,0
41.250,16.903,0
41.266,16.521,0
41.283,16.835,0
41.299,16.483,0
41.316,16.625,0
41.333,16.890,0
41.350,16.595,0
41.366,16.640,0
41.383,16.780,0
41.400,16.570,0
41.416,16.800,0
41.433,16.555,0
41.450,16.841,0
41.466,16.651,0
41.483,16.746,0
41.500,16.542,0
41.516,16.593,0
41.533,16.844,0
41.550,16.499,0
41.566,16.872,0
41.583,16.593,0
41.600,16.661,0
41.616,16.720,0
41.633,16.951,0
41.650,16.546,0
41.666,16.447,0
41.683,16.877,0
41.700,16.500,0
41.716,16.683,0
41.733,16.789,0
41.750,16.696,0
41.766,16.574,0
41.783,16.891,0
41.800,16.633,0
41.817,16.718,0
41.833,16.705,0
41.850,16.544,0
41.867,16.651,0
41.883,16.608,0
41.900,16.783,0
41.917,16.620,0
41.933,16.632,0
41.950,16.696,0
41.967,16.690,0
41.983,16.618,0
42.000,16.786,0
42.017,16.757,0
42.034,16.724,0
42.050,16.499,0
42.067,16.910,0
42.084,16.760,0
42.100,16.417,0
42.117,16.674,0
42.133,16.655,0
42.151,17.253,0
42.167,15.844,0
42.184,16.943,0
42.200,16.774,0
42.217,16.592,0
42.234,16.642,0
42.250,16.760,0
42.267,16.751,0
42.284,17.228,0
42.300,15.768,0
42.317,16.882,0
42.334,16.984,0
42.350,16.371,0
42.367,16.832,0
42.384,16.756,0
42.400,16.481,0
42.417,16.701,0
42.434,16.672,0
42.451,17.305,0
42.467,16.214,0
42.484,16.732,0
42.501,16.634,0
42.517,16.512,0
42.534,16.773,0
42.550,16.606,0
42.567,16.725,0
42.584,16.730,0
42.601,16.642,0
42.617,16.734,0
42.634,16.568,0
42.651,16.887,0
42.667,16.566,0
42.684,16.563,0
42.701,16.786,0
42.717,16.759,0
42.734,16.780,0
42.751,16.487,0
42.767,16.577,0
42.784,16.895,0
42.801,16.625,0
42.817,16.461,0
42.834,16.751,0
42.851,16.870,0
42.867,16.506,0
42.884,16.601,0
42.901,16.751,0
42.918,16.787,0
42.934,16.592,0
42.951,16.624,0
42.968,17.291,0
42.984,16.178,0
43.001,16.848,0
43.018,16.669,0
43.035,16.922,0
43.052,17.032,0
43.068,16.119,0
43.084,16.673,0
43.101,16.421,0
43.118,16.701,0
43.134,16.708,0
43.151,16.648,0
43.168,16.695,0
43.184,16.610,0
43.201,16.861,0
43.218,16.606,0
43.234,16.624,0
43.251,16.857,0
43.268,16.667,0
43.284,16.508,0
43.301,16.686,0
43.318,16.764,0
43.335,16.804,0
43.351,16.606,0
43.368,16.696,0
43.385,16.633,0
43.401,16.654,0
43.418,16.911,0
43.435,16.477,0
43.451,16.730,0
43.468,16.305,0
43.485,17.118,0
43.501,16.494,0
43.518,16.616,0
43.535,16.732,0
43.551,16.651,0
43.568,16.701,0
43.585,16.732,0
43.601,16.800,0
43.618,16.527,0
43.635,16.652,0
43.651,16.746,0
43.668,16.677,0
43.685,16.651,0
43.701,16.676,0
43.718,16.651,0
43.735,16.668,0
43.752,16.830,0
43.768,16.464,0
43.785,16.744,0
43.801,16.716,0
43.818,16.677,0
43.835,16.621,0
43.852,16.723,0
43.868,16.668,0
43.885,16.706,0
43.902,16.666,0
43.918,16.666,0
43.935,16.948,0
43.952,16.778,0
43.968,16.244,0
43.985,17.045,0
44.002,16.619,0
44.018,16.443,0
44.035,16.670,0
44.052,16.720,0
44.068,16.642,0
44.085,16.611,0
44.102,17.045,0
44.119,16.599,0
44.135,16.480,0
44.152,16.698,0
44.168,16.659,0
44.185,16.787,0
44.202,16.831,0
44.219,16.568,0
44.235,16.702,0
44.252,16.520,0
44.269,16.813,0
44.285,16.798,0
44.302,16.523,0
44.319,16.687,0
44.335,16.585,0
44.352,16.738,0
44.369,16.735,0
44.385,16.536,0
44.402,16.716,0
44.419,16.815,0
44.436,16.801,0
44.452,16.426,0
44.469,16.630,0
44.485,16.719,0
44.502,16.860,0
44.519,16.569,0
44.535,16.525,0
44.552,16.896,0
44.569,16.544,0
44.585,16.691,0
44.602,16.646,0
44.619,16.933,0
44.636,16.529,0
44.652,16.607,0
44.669,17.013,0
44.686,16.494,0
44.702,16.587,0
44.719,16.677,0
44.736,16.612,0
44.753,16.980,0
44.769,16.636,0
44.786,16.533,0
44.802,16.631,0
44.819,16.751,0
44.836,16.559,0
44.852,16.646,0
44.869,16.857,0
44.886,16.550,0
44.902,16.657,0
44.919,16.660,0
44.936,16.702,0
44.953,16.944,0
44.969,16.438,0
44.986,16.672,0
45.002,16.685,0
45.019,16.707,0
45.036,17.168,0
45.052,15.904,0
45.069,16.936,0
45.086,16.930,0
45.103,16.847,0
45.119,16.512,0
45.136,16.726,0
45.153,16.760,0
45.170,16.804,0
45.186,16.399,0
45.203,16.697,0
45.219,16.562,0
45.236,16.741,0
45.253,17.025,0
45.270,16.440,0
45.286,16.478,0
45.303,16.986,0
45.319,16.286,0
45.336,16.772,0
45.353,16.579,0
45.369,16.753,0
45.386,16.679,0
45.403,16.614,0
45.420,16.813,0
45.436,16.735,0
45.453,16.607,0
45.470,16.839,0
45.486,16.509,0
45.503,16.731,0
45.520,16.578,0
45.536,16.774,0
45.553,16.505,0
45.570,16.743,0
45.586,16.654,0
45.603,16.825,0
45.620,16.672,0
45.636,16.536,0
45.653,16.734,0
45.670,16.975,0
45.686,16.419,0
45.703,16.724,0
45.720,16.589,0
45.736,16.629,0
45.753,16.900,0
45.770,16.557,0
45.787,16.736,0
45.803,16.593,0
45.820,17.069,0
45.836,16.217,0
45.853,16.699,0
45.870,16.868,0
45.887,16.603,0
45.903,16.787,0
45.920,16.610,0
45.937,16.941,0
45.953,16.050,0
45.970,16.954,0
45.987,16.617,0
46.003,16.632,0
46.020,16.794,0
46.037,16.664,0
46.053,16.681,0
46.070,16.930,0
46.087,16.508,0
46.104,16.832,0
46.120,16.455,0
46.137,16.690,0
46.153,16.659,0
46.170,16.804,0
46.187,16.500,0
46.204,16.850,0
46.220,16.715,0
46.237,16.527,0
46.253,16.641,0
46.270,16.739,0
46.287,16.792,0
46.304,16.777,0
46.320,16.593,0
46.337,16.540,0
46.354,17.151,0
46.370,16.410,0
46.387,16.586,0
46.404,16.688,0
46.420,16.632,0
46.437,16.596,0
