elapsed_sec,frame_ms,draw_calls
13.802,6.222,68
13.811,9.193,68
13.819,7.508,68
13.826,7.054,69
13.835,9.227,66
13.842,7.634,68
13.853,10.651,68
13.866,12.609,68
13.876,9.947,64
13.886,10.195,64
13.895,9.410,66
13.903,8.060,66
13.913,9.155,64
13.925,12.084,61
13.936,11.092,64
13.943,7.576,67
13.950,7.067,69
13.956,5.704,73
13.962,5.933,73
13.971,9.348,75
13.981,9.371,74
13.990,9.338,76
14.002,12.452,77
14.013,10.483,77
14.024,11.043,80
14.035,10.699,81
14.043,7.810,78
14.055,12.879,77
14.066,10.635,79
14.075,9.357,79
14.085,9.375,77
14.094,8.857,74
14.104,10.020,72
14.111,7.774,72
14.120,9.016,72
14.133,12.110,74
14.141,8.537,69
14.151,9.915,65
14.160,9.221,65
14.169,8.541,65
14.176,7.065,63
14.187,11.170,64
14.197,9.872,64
14.203,6.632,65
14.214,10.106,63
14.223,9.606,62
14.235,11.554,63
14.244,9.177,63
14.255,10.715,66
14.263,8.511,66
14.274,10.506,65
14.284,10.734,63
14.292,8.087,66
14.302,9.503,68
14.314,12.424,68
14.322,7.571,70
14.330,8.364,72
14.340,9.979,75
14.350,9.740,75
14.360,9.704,74
14.367,7.387,76
14.376,8.703,76
14.383,7.023,72
14.392,9.071,70
14.401,8.937,73
14.410,9.369,73
14.420,9.642,73
14.429,8.801,73
14.440,10.861,70
14.448,8.091,68
14.456,8.840,65
14.465,8.416,62
14.472,7.228,62
14.478,5.799,60
14.488,9.987,61
14.499,10.948,61
14.508,9.183,61
14.516,7.805,62
14.526,9.880,59
14.535,9.168,61
14.544,9.581,61
14.555,10.930,61
14.568,12.186,60
14.578,10.503,66
14.589,11.305,69
14.596,7.049,70
14.605,8.669,71
14.617,11.551,70
14.626,9.633,70
14.634,7.591,72
14.643,9.501,74
14.653,9.791,68
14.663,9.440,71
14.671,8.268,72
14.678,6.738,72
14.688,9.959,71
14.698,10.025,69
14.706,8.222,71
14.714,8.481,71
14.723,8.985,71
14.736,12.648,69
14.746,10.385,70
14.756,10.127,70
14.767,10.282,70
14.778,10.920,68
14.786,8.666,66
14.796,10.091,64
14.804,7.929,64
14.815,10.210,64
14.824,9.814,56
14.831,7.024,56
14.841,9.332,56
14.852,11.581,56
14.861,9.109,57
14.871,9.766,55
14.879,7.916,60
14.887,8.037,64
14.895,7.758,67
14.905,9.601,67
14.913,8.659,68
14.923,9.721,72
14.934,11.594,75
14.945,10.567,77
14.954,9.177,75
14.963,9.084,73
14.972,8.884,72
14.983,11.003,72
14.993,9.392,70
15.001,8.547,65
15.010,8.429,65
15.019,9.094,65
15.030,11.348,70
15.038,8.115,72
15.046,7.867,72
15.055,9.264,74
15.065,9.996,78
15.076,10.732,82
15.087,10.560,82
15.096,9.029,81
15.102,6.411,79
15.111,9.302,79
15.120,9.047,84
15.131,10.475,84
15.141,9.764,84
15.151,10.230,82
15.160,8.995,81
15.168,8.323,84
15.175,6.877,86
15.187,12.139,89
15.196,9.149,96
15.203,6.781,101
15.213,10.115,103
15.223,9.619,105
15.232,9.281,112
15.241,9.327,115
15.251,9.664,118
15.259,7.564,119
15.266,7.123,119
15.274,8.403,115
15.282,8.213,116
15.290,7.854,118
15.299,8.938,118
15.308,9.101,117
15.318,10.142,115
15.329,10.856,120
15.338,8.760,120
15.350,11.701,120
15.360,10.130,120
15.370,10.524,123
15.377,6.553,125
15.386,9.476,125
15.398,11.780,125
15.407,9.235,129
15.418,10.157,133
15.428,10.373,135
15.436,7.688,137
15.442,6.367,135
15.450,7.667,132
15.456,6.229,134
15.462,5.973,137
15.471,9.538,137
15.481,9.355,138
15.487,6.057,136
15.496,8.905,134
15.503,7.530,137
15.512,8.700,135
15.522,10.199,135
15.531,8.741,135
15.539,8.421,133
15.549,9.764,133
15.559,10.175,136
15.568,9.071,139
15.580,11.718,146
15.588,7.571,149
15.597,9.545,149
15.606,8.653,148
15.616,10.020,147
15.627,10.784,142
15.635,8.741,149
15.644,8.964,149
15.652,7.316,147
15.663,11.141,146
15.674,10.755,150
15.682,8.516,151
15.691,8.972,151
15.699,8.267,151
15.710,10.881,150
15.720,10.234,151
15.732,11.616,152
15.740,8.408,155
15.750,9.774,160
15.761,10.402,166
15.769,8.262,168
15.778,9.143,168
15.790,11.992,166
15.798,8.262,162
15.806,8.081,167
15.815,8.381,167
15.824,9.115,167
15.833,9.153,167
15.843,10.171,164
15.852,9.268,164
15.861,8.561,164
15.870,8.574,165
15.878,8.766,168
15.890,11.575,169
15.899,9.574,167
15.909,9.387,167
15.916,6.749,175
15.925,9.430,175
15.933,7.875,179
15.942,9.359,181
15.952,9.622,180
15.962,9.673,176
15.975,12.966,173
15.987,12.358,181
16.000,13.135,181
16.011,11.420,177
16.018,6.690,182
16.027,9.304,183
16.038,10.885,183
16.046,7.447,186
16.054,8.264,186
16.064,9.822,184
16.072,8.130,184
16.084,11.627,185
16.096,12.793,191
16.105,8.812,197
16.114,8.970,199
16.126,11.500,198
16.137,11.507,196
16.148,10.539,192
16.159,10.978,197
16.169,10.601,198
16.179,9.243,195
16.186,7.796,194
16.197,10.320,197
16.207,10.280,195
16.215,7.714,196
16.221,6.593,199
16.229,8.076,196
16.240,10.650,196
16.251,11.351,200
16.266,14.466,202
16.277,10.844,212
16.287,10.659,215
16.294,6.190,213
16.305,11.034,212
16.316,11.747,206
16.325,8.258,213
16.331,6.569,214
16.340,8.913,213
16.349,9.191,212
16.357,7.760,212
16.369,12.046,215
16.378,9.256,215
16.387,8.494,215
16.397,10.701,215
16.409,11.765,211
16.417,7.434,216
16.427,9.910,216
16.436,9.812,222
16.443,6.406,226
16.453,10.096,230
16.463,9.770,230
16.472,9.395,229
16.480,7.552,223
16.487,7.276,224
16.495,7.828,226
16.507,11.886,229
16.515,8.821,230
16.525,9.831,229
16.537,11.551,226
16.547,9.913,229
16.557,10.586,228
16.567,9.685,231
16.578,10.720,226
16.588,9.976,228
16.600,12.217,228
16.609,9.215,236
16.620,10.498,239
16.627,7.690,245
16.635,7.385,245
16.642,7.303,245
16.650,8.146,240
16.659,8.911,237
16.671,12.339,240
16.681,9.568,245
16.690,8.612,245
16.698,8.806,242
16.708,9.128,247
16.715,7.557,247
16.726,10.849,247
16.736,10.122,247
16.747,11.406,248
16.757,9.733,247
16.768,10.341,247
16.777,9.856,248
16.787,9.559,254
16.796,9.545,260
16.805,8.033,261
16.815,10.018,260
16.824,9.963,259
16.834,9.544,255
16.843,8.733,261
16.852,9.720,262
16.861,8.583,263
16.872,10.614,259
16.881,9.286,261
16.889,8.343,262
16.897,7.948,261
16.907,10.207,261
16.917,9.995,259
16.927,9.448,259
16.938,10.949,260
16.948,9.874,263
16.957,9.574,271
16.967,10.109,274
16.977,9.232,277
16.987,10.809,276
16.996,8.396,275
17.006,10.502,269
17.014,7.348,276
17.025,10.889,277
17.036,11.011,276
17.046,10.339,275
17.058,12.134,279
17.069,11.279,280
17.078,8.222,279
17.086,8.329,279
17.095,8.741,283
17.106,10.862,279
17.117,11.351,280
17.125,7.856,286
17.131,6.446,290
17.139,7.347,292
17.150,11.457,294
17.160,9.916,294
17.167,7.594,291
17.175,7.900,289
17.187,11.260,292
17.199,12.620,296
17.210,10.379,297
17.221,11.610,294
17.230,8.652,296
17.239,8.871,297
17.248,9.610,297
17.256,7.892,300
17.267,10.319,295
17.275,8.266,296
17.283,8.627,297
17.293,10.016,299
17.301,7.048,306
17.309,8.756,309
17.319,9.684,312
17.327,7.694,311
17.338,10.847,312
17.348,10.249,305
17.358,10.398,307
17.369,10.418,312
17.378,9.381,311
17.390,11.674,311
17.398,7.865,314
17.404,6.830,315
17.414,9.161,315
17.422,8.715,314
17.433,10.565,317
17.445,12.499,311
17.457,11.367,315
17.466,9.478,315
17.475,9.154,321
17.486,10.584,325
17.496,10.301,331
17.507,10.856,329
17.517,9.970,327
17.526,8.642,324
17.535,9.494,330
17.542,6.770,331
17.552,9.629,331
17.561,9.532,330
17.568,6.833,332
17.579,11.268,331
17.591,11.355,332
17.601,10.529,333
17.610,8.855,332
17.617,7.301,329
17.629,11.479,330
17.639,10.598,330
17.647,7.844,342
17.657,10.364,345
17.668,10.340,348
17.678,9.955,347
17.686,8.441,342
17.697,10.402,340
17.710,13.169,347
17.719,9.653,347
17.729,9.097,347
17.740,11.905,346
17.749,8.483,352
17.756,7.570,352
17.766,9.898,352
17.775,9.022,353
17.785,10.024,354
17.797,11.251,350
17.807,10.522,352
17.819,12.127,358
17.829,9.944,362
17.839,9.469,368
17.853,13.983,368
17.863,10.647,363
17.872,8.755,361
17.881,9.173,367
17.891,10.014,368
17.900,9.041,368
17.909,8.696,367
17.919,10.270,368
17.928,9.118,368
17.940,11.131,369
17.950,10.735,368
17.958,7.632,367
17.968,10.180,368
17.978,9.609,368
17.991,13.241,375
18.002,10.559,380
18.010,8.542,383
18.020,9.495,383
18.030,10.894,379
18.044,13.108,375
18.053,8.994,383
18.063,10.125,385
18.074,11.212,383
18.084,9.817,388
18.095,11.279,390
18.106,10.862,391
18.116,10.439,391
18.131,14.614,392
18.143,12.553,388
18.154,10.323,390
18.163,9.017,396
18.170,7.592,400
18.178,8.090,405
18.189,10.180,406
18.200,11.219,405
18.213,12.846,402
18.224,11.757,406
18.238,13.238,408
18.250,11.840,407
18.260,10.041,405
18.271,11.081,407
18.281,10.140,408
18.290,8.866,408
18.301,11.532,398
18.314,12.368,403
18.324,9.993,406
18.333,9.622,415
18.344,10.723,416
18.356,11.662,423
18.365,9.756,424
18.376,10.896,421
18.384,8.037,420
18.396,11.490,422
18.408,12.191,427
18.417,9.084,426
18.427,10.032,425
18.437,10.013,428
18.447,9.943,432
18.457,10.151,433
18.465,8.148,434
18.478,12.161,430
18.489,11.335,429
18.498,8.833,431
18.508,10.293,436
18.520,12.056,440
18.529,8.583,447
18.539,10.645,445
18.550,10.553,442
18.558,8.038,441
18.569,10.754,447
18.581,12.536,449
18.589,7.423,450
18.599,10.309,446
18.610,10.992,448
18.623,12.676,448
18.634,11.316,448
18.643,9.144,443
18.655,12.028,442
18.666,11.298,445
18.676,9.810,453
18.686,10.094,457
18.696,9.625,462
18.704,8.402,465
18.715,11.208,467
18.725,9.417,458
18.736,10.948,461
18.747,11.491,467
18.758,10.571,468
18.767,9.240,466
18.777,10.129,470
18.787,9.677,473
18.795,8.509,472
18.805,10.021,471
18.816,10.424,470
18.827,11.382,465
18.838,10.780,470
18.849,10.789,471
18.859,9.853,481
18.868,9.039,486
18.880,12.053,486
18.890,10.504,484
18.898,7.972,481
18.906,7.363,482
18.917,11.556,485
18.927,9.920,486
18.936,9.053,487
18.944,7.481,483
18.953,9.609,486
18.966,12.594,487
18.977,10.924,488
18.987,10.080,487
18.998,11.219,482
19.009,10.458,488
19.018,9.226,488
19.026,8.398,497
19.039,12.417,500
19.047,8.476,505
19.058,11.166,505
19.070,11.707,501
19.079,9.045,501
19.088,8.916,506
19.097,8.738,508
19.106,9.603,506
19.115,8.755,505
19.126,10.949,510
19.137,10.718,511
19.148,11.791,509
19.161,12.587,505
19.174,13.264,506
19.186,11.574,508
19.195,8.892,515
19.206,11.399,521
19.216,10.030,524
19.225,8.988,524
19.233,8.166,522
19.241,7.915,520
19.250,9.049,519
19.261,10.829,523
19.274,13.328,527
19.285,10.356,523
19.295,10.260,527
19.305,10.353,528
19.317,11.316,527
19.328,11.603,525
19.339,10.254,527
19.349,10.418,527
19.362,12.599,527
19.375,13.186,536
19.386,11.189,540
19.395,9.433,541
19.407,11.909,543
19.418,10.950,537
19.428,9.467,539
19.441,13.141,543
19.453,11.715,543
19.460,7.339,542
19.471,11.291,546
19.482,11.139,546
19.495,12.357,544
19.505,10.170,541
19.515,10.595,539
19.524,8.485,542
19.535,10.734,543
19.546,11.024,549
19.557,11.425,558
19.568,10.765,559
19.578,9.886,558
19.589,11.156,555
19.600,11.334,556
19.609,9.180,559
19.621,11.969,561
19.633,11.920,559
19.644,10.286,560
19.654,10.375,560
19.665,10.838,561
19.676,11.390,556
19.687,10.613,553
19.695,8.069,559
19.707,11.915,559
19.719,11.698,568
19.728,9.629,572
19.739,10.465,576
19.749,10.512,575
19.763,13.392,568
19.774,11.791,571
19.785,11.093,576
19.796,10.978,576
19.808,11.517,573
19.818,10.492,579
19.829,10.251,577
19.842,13.617,576
19.853,10.257,570
19.862,9.960,569
19.872,9.195,573
19.881,8.994,575
19.890,9.405,581
19.902,11.720,586
19.915,12.863,591
19.923,8.721,588
19.932,9.082,584
19.946,13.793,586
19.961,14.391,590
19.975,14.764,591
19.988,12.387,590
19.997,8.841,590
20.006,9.445,591
20.018,11.462,591
20.027,9.501,584
20.039,12.419,586
20.051,11.272,587
20.059,7.918,595
20.066,7.401,598
20.075,9.130,598
20.083,8.215,601
20.094,10.225,603
20.102,8.199,597
20.110,8.622,598
20.118,7.988,601
20.129,10.323,602
20.139,10.210,603
20.151,12.328,597
20.163,12.102,604
20.173,9.843,603
20.182,8.368,602
20.190,8.562,603
20.202,11.838,597
20.214,11.965,591
20.227,12.572,595
20.236,9.522,605
20.250,14.088,609
20.262,11.478,610
20.270,8.671,609
20.280,9.522,605
20.291,10.708,605
20.302,11.350,609
20.311,8.654,611
20.323,12.105,607
20.334,11.767,610
20.343,9.046,610
20.355,12.022,611
20.369,13.642,604
20.380,10.672,603
20.391,11.012,608
20.402,11.592,615
20.415,12.373,616
20.427,12.308,621
20.439,11.557,622
20.449,10.580,617
20.459,9.674,618
20.470,11.046,620
20.480,10.301,623
20.490,10.125,618
20.501,10.732,624
20.513,11.441,624
20.524,11.901,621
20.535,10.138,619
20.545,10.250,612
20.556,11.366,612
20.567,10.445,613
20.577,10.721,620
20.588,10.716,625
20.598,10.051,628
20.607,8.500,629
20.618,11.389,623
20.630,11.524,623
20.640,10.634,628
20.649,9.222,631
20.660,10.364,631
20.672,12.303,627
20.681,9.147,627
20.692,10.570,628
20.702,10.277,629
20.712,10.377,622
20.724,11.510,617
20.735,10.835,621
20.745,10.351,623
20.755,10.321,631
20.767,11.454,634
20.778,11.169,640
20.791,12.785,639
20.805,14.148,635
20.817,11.823,638
20.828,10.827,640
20.838,10.531,635
20.851,13.257,640
20.864,12.627,640
20.872,8.247,637
20.882,9.716,635
20.890,7.866,627
20.900,10.564,625
20.913,12.783,625
20.921,7.952,635
20.933,12.150,639
20.947,14.025,645
20.962,14.272,645
20.975,13.265,639
20.986,11.436,643
21.001,14.389,647
21.015,14.514,641
21.026,10.365,641
21.037,11.129,642
21.050,13.307,643
21.063,12.853,637
21.072,9.279,634
21.082,9.832,635
21.095,13.220,647
21.104,9.003,648
21.114,9.769,652
21.125,10.926,653
21.134,8.704,651
21.145,10.887,645
21.155,10.433,650
21.167,11.563,652
21.179,12.491,648
21.192,12.997,654
21.203,11.157,654
21.212,8.706,651
21.224,11.691,651
21.238,14.555,645
21.248,10.214,642
21.259,10.309,642
21.274,14.961,648
21.286,11.947,657
21.294,8.305,656
21.304,10.255,655
21.313,8.822,651
21.325,12.412,652
21.334,8.978,656
21.344,9.439,658
21.358,13.819,652
21.369,11.692,654
21.381,11.942,655
21.391,10.105,655
21.402,10.783,651
21.416,13.419,644
21.426,10.608,644
21.437,10.891,656
21.448,11.402,655
21.462,13.488,662
21.475,13.174,661
21.485,10.302,653
21.497,11.229,656
21.507,10.409,658
21.517,10.158,659
21.526,9.150,656
21.539,12.976,660
21.552,13.144,658
21.565,12.179,655
21.573,7.932,653
21.583,10.213,646
21.595,12.623,642
21.608,12.335,642
21.620,12.609,654
21.634,13.233,656
21.645,11.718,657
21.654,8.857,651
21.666,11.695,649
21.675,9.447,654
21.685,9.724,656
21.696,11.187,656
21.707,10.954,650
21.721,13.966,652
21.732,10.694,654
21.742,10.642,649
21.754,11.511,648
21.764,9.569,643
21.775,11.425,645
21.786,10.944,653
21.798,12.015,653
21.811,13.377,655
21.822,11.132,652
21.833,10.244,647
21.842,9.199,650
21.853,10.936,651
21.863,9.867,651
21.870,7.242,648
21.882,11.726,651
21.893,11.639,651
21.904,10.665,649
21.913,9.208,647
21.924,10.697,647
21.934,10.482,637
21.944,10.101,634
21.953,8.377,641
21.960,7.069,645
21.968,8.202,649
21.978,9.434,649
21.992,14.424,649
22.003,11.368,641
22.012,9.176,639
22.024,11.779,641
22.034,9.624,642
22.043,8.989,640
22.051,8.073,636
22.060,9.167,638
22.072,11.540,645
22.086,13.896,646
22.097,11.782,642
22.105,7.787,632
22.114,9.000,631
22.125,10.708,633
22.133,7.774,638
22.140,7.837,640
22.152,11.392,642
22.166,14.053,643
22.178,12.293,635
22.188,9.365,637
22.198,10.831,638
22.208,9.914,638
22.221,12.999,635
22.231,9.571,643
22.241,10.396,640
22.254,12.621,635
22.264,9.696,634
22.274,10.838,624
22.288,13.103,620
22.299,11.271,625
22.310,11.115,631
22.321,10.601,633
22.332,11.516,631
22.341,9.190,629
22.352,10.738,623
22.362,9.996,626
22.376,13.977,625
22.387,11.217,625
22.395,8.000,621
22.407,11.394,623
22.418,11.177,623
22.428,10.041,625
22.440,12.604,612
22.452,11.619,613
22.461,9.098,612
22.471,10.390,619
22.484,12.188,617
22.492,8.644,620
22.504,12.169,620
22.518,13.280,620
22.530,12.689,615
22.541,10.350,613
22.551,10.370,613
22.562,10.735,610
22.572,10.227,614
22.581,9.079,613
22.593,12.221,607
22.606,12.393,606
22.616,10.161,595
22.628,11.752,591
22.638,10.531,591
22.649,10.250,598
22.661,12.014,602
22.672,11.328,605
22.682,10.566,603
22.693,10.877,598
22.704,10.639,596
22.714,9.794,598
22.727,12.924,598
22.737,10.033,594
22.745,8.682,596
22.754,8.670,595
22.765,10.577,596
22.776,11.633,595
22.787,10.734,589
22.797,9.962,587
22.808,11.070,586
22.818,9.834,591
22.829,11.539,589
22.840,10.854,593
22.853,12.493,594
22.862,9.660,590
22.873,10.416,589
22.881,8.219,587
22.890,9.159,588
22.902,11.513,587
22.913,11.692,585
22.925,11.675,584
22.938,12.525,580
22.948,10.394,581
22.960,12.309,575
22.971,10.648,567
22.982,10.825,567
22.992,10.441,571
23.004,12.026,574
23.015,11.089,577
23.026,11.033,576
23.038,11.657,573
23.051,13.353,569
23.063,11.648,570
23.072,9.109,569
23.084,11.463,566
23.097,13.263,567
23.111,13.908,568
23.124,12.805,567
23.134,10.332,562
23.148,13.987,556
23.159,11.461,555
23.173,13.709,559
23.188,14.468,560
23.198,9.993,560
23.209,11.628,555
23.219,9.908,556
23.230,10.977,553
23.242,12.103,554
23.254,11.522,552
23.264,10.558,553
23.276,11.991,550
23.288,11.399,545
23.298,10.068,542
23.307,9.326,539
23.320,13.439,535
23.332,11.588,535
23.342,9.862,542
23.352,10.221,546
23.362,10.175,545
23.371,8.784,545
23.383,11.672,542
23.394,11.355,538
23.406,11.545,540
23.415,9.393,541
23.425,9.623,538
23.435,10.556,538
23.446,10.640,538
23.458,11.975,539
23.468,10.538,538
23.480,11.790,533
23.494,13.608,528
23.503,9.634,529
23.513,9.450,533
23.526,13.316,532
23.536,9.600,535
23.549,13.715,533
23.560,10.755,531
23.572,12.272,531
23.584,11.800,530
23.597,12.829,528
23.609,11.954,530
23.620,11.206,529
23.633,12.840,525
23.643,9.584,526
23.652,9.170,520
23.663,11.044,515
23.674,11.557,515
23.688,13.191,517
23.699,11.266,522
23.707,8.364,521
23.715,7.507,522
23.723,8.038,519
23.733,10.616,515
23.743,10.004,516
23.751,7.501,518
23.761,10.126,518
23.774,13.035,512
23.783,9.200,514
23.793,9.220,514
23.803,10.678,513
23.816,12.399,511
23.829,13.415,510
23.842,12.732,504
23.850,8.455,508
23.858,8.081,506
23.868,9.936,507
23.880,11.524,509
23.889,9.234,510
23.900,11.182,507
23.912,11.897,507
23.925,12.942,506
23.934,9.237,504
23.944,9.698,503
23.954,9.724,504
23.965,11.678,503
23.978,12.479,499
23.990,11.924,499
23.998,7.801,491
24.005,7.794,489
24.016,10.820,489
24.028,11.402,492
24.039,10.959,495
24.051,12.064,498
24.064,13.580,496
24.074,9.472,493
24.086,12.111,493
24.097,10.822,492
24.109,12.396,493
24.120,10.578,488
24.130,10.694,491
24.142,11.592,492
24.150,8.269,490
24.160,10.323,486
24.172,11.214,482
24.182,10.631,482
24.192,9.751,481
24.206,13.693,484
24.216,10.307,486
24.227,11.298,487
24.239,11.653,483
24.249,10.273,483
24.258,8.770,483
24.268,9.497,482
24.279,11.025,482
24.289,10.890,480
24.300,10.451,482
24.310,9.948,481
24.318,8.041,477
24.329,11.260,474
24.341,12.007,469
24.351,10.252,468
24.364,12.237,468
24.376,12.821,470
24.387,10.420,475
24.398,10.957,474
24.407,9.350,474
24.420,12.403,471
24.432,12.463,470
24.444,11.717,469
24.457,13.616,469
24.471,14.081,468
24.483,11.453,468
24.491,8.321,468
24.503,11.671,469
24.514,10.668,467
24.522,8.456,461
24.534,12.074,460
24.546,11.951,463
24.554,8.066,463
24.565,11.228,465
24.577,12.070,465
24.587,9.470,463
24.598,10.781,463
24.612,14.222,461
24.623,11.514,462
24.637,13.602,460
24.650,12.550,462
24.661,11.859,459
24.671,9.477,458
24.682,11.356,458
24.693,10.866,451
24.701,7.625,448
24.712,11.052,451
24.722,10.258,454
24.733,11.266,456
24.743,9.223,455
24.752,9.451,455
24.764,12.413,453
24.777,12.140,454
24.787,10.891,453
24.800,13.048,453
24.812,11.789,449
24.822,9.711,453
24.834,12.327,453
24.845,10.939,451
24.856,10.956,451
24.867,10.527,446
24.877,10.241,445
24.886,8.611,448
24.894,8.680,446
24.907,12.842,448
24.918,11.360,451
24.930,11.381,448
24.941,10.893,448
24.952,11.466,448
24.962,9.931,447
24.972,9.815,446
24.982,9.892,447
24.991,9.557,448
25.003,11.528,443
25.015,12.359,440
25.025,10.157,437
25.036,10.843,433
25.045,8.585,429
25.055,9.921,433
25.067,12.424,438
25.079,11.812,440
25.091,12.133,439
25.101,9.681,437
25.113,12.086,434
25.124,11.197,436
25.135,11.018,437
25.146,11.203,436
25.157,10.404,432
25.169,11.828,436
25.177,8.589,436
25.190,12.833,438
25.204,14.040,433
25.214,9.747,429
25.222,8.405,428
25.229,7.200,431
25.239,10.067,429
25.248,8.508,431
25.258,10.500,433
25.269,10.872,433
25.278,9.068,429
25.286,7.976,431
25.297,10.773,431
25.307,9.348,431
25.318,11.049,430
25.329,11.406,431
25.339,10.385,430
25.350,10.660,425
25.361,10.579,424
25.371,10.381,423
25.384,12.923,417
25.394,10.595,418
25.405,10.741,420
25.413,7.865,423
25.426,13.086,425
25.436,9.695,425
25.446,9.931,422
25.457,11.424,420
25.466,8.283,423
25.475,9.843,422
25.485,9.859,423
25.495,10.266,418
25.508,12.175,421
25.519,11.094,421
25.529,10.287,421
25.538,8.928,417
25.549,10.847,418
25.558,9.164,413
25.571,13.001,412
25.582,11.131,418
25.594,11.836,418
25.605,11.449,421
25.618,12.563,421
25.631,12.744,418
25.640,9.268,418
25.652,11.733,418
25.663,11.727,417
25.672,8.494,418
25.683,10.866,418
25.695,11.733,414
25.706,11.141,411
25.717,11.032,411
25.726,9.387,407
25.736,9.787,404
25.750,13.962,407
25.759,9.064,410
25.768,8.953,412
25.781,13.268,411
25.791,9.907,410
25.799,8.226,407
25.811,11.794,410
25.822,10.614,409
25.835,13.385,409
25.849,14.380,404
25.862,12.596,408
25.874,12.385,408
25.886,11.265,405
25.894,7.900,401
25.902,8.116,403
25.913,11.100,402
25.924,11.311,405
25.931,7.351,405
25.942,10.730,408
25.956,14.037,409
25.969,12.676,404
25.980,10.878,406
25.990,10.096,405
25.997,7.616,405
26.006,8.186,403
26.014,8.783,406
26.026,11.297,406
26.039,13.106,402
26.051,11.866,400
26.061,10.012,395
26.070,9.457,393
26.081,10.875,391
26.091,9.921,393
26.102,10.856,399
26.112,10.357,401
26.123,10.969,400
26.134,10.399,399
26.143,8.956,396
26.152,9.712,399
26.163,10.430,398
26.172,9.759,399
26.183,10.356,395
26.194,11.710,397
26.206,11.168,397
26.215,9.791,397
26.226,10.676,395
26.237,10.890,393
26.246,9.135,398
26.257,10.925,400
26.271,13.613,403
26.283,12.460,404
26.293,10.153,407
26.308,14.236,406
26.320,12.444,404
26.332,11.750,405
26.342,10.634,405
26.352,9.852,402
26.363,10.579,406
26.373,10.514,406
26.385,11.566,403
26.393,7.700,403
26.404,11.165,408
26.415,11.441,406
26.425,10.240,405
26.436,10.264,410
26.445,9.357,414
26.458,13.453,418
26.468,9.881,417
26.477,8.757,416
26.486,8.546,413
26.498,11.957,413
26.510,11.985,416
26.518,8.732,416
26.527,8.878,412
26.536,9.093,415
26.549,12.942,415
26.561,11.689,419
26.573,11.755,422
26.580,7.439,422
26.589,8.965,423
26.599,10.247,424
26.612,12.903,432
26.622,9.608,433
26.633,11.055,436
26.643,9.789,436
26.652,9.328,433
26.662,10.316,429
26.674,12.066,433
26.686,11.815,434
26.698,11.904,432
26.707,8.618,435
26.715,8.025,437
26.728,13.624,437
26.739,10.962,437
26.747,8.023,439
26.758,10.354,439
26.768,10.093,439
26.776,8.178,440
26.785,8.858,447
26.796,11.245,453
26.809,13.047,456
26.818,9.256,455
26.826,7.140,449
26.836,10.246,448
26.846,10.196,452
26.858,11.606,452
26.869,11.101,453
26.880,11.176,448
26.889,8.869,453
26.898,8.898,455
26.911,13.435,456
26.923,11.877,450
26.933,9.596,454
26.945,12.149,458
26.958,13.696,467
26.970,11.513,469
26.983,13.061,473
26.992,8.836,471
27.003,10.902,469
27.013,10.223,471
27.025,12.485,472
27.036,10.559,472
27.048,11.569,470
27.056,8.322,472
27.065,9.524,471
27.075,9.901,470
27.087,11.402,474
27.097,9.864,466
27.105,8.142,468
27.114,9.242,469
27.124,9.963,471
27.136,11.910,482
27.147,11.486,487
27.157,9.606,487
27.165,7.996,488
27.176,11.343,484
27.188,11.857,487
27.199,10.670,491
27.209,10.240,493
27.219,10.029,487
27.233,13.498,489
27.243,10.427,490
27.254,11.368,490
27.265,10.223,484
27.272,7.509,483
27.282,9.489,483
27.292,10.556,487
27.302,10.209,498
27.313,11.023,501
27.327,13.348,505
27.341,13.945,508
27.353,12.531,501
27.364,10.351,508
27.370,6.946,507
27.380,9.862,508
27.392,12.028,508
27.401,8.653,512
27.410,8.575,513
27.419,8.996,512
27.427,8.474,512
27.439,11.872,513
27.448,8.920,502
27.457,9.115,500
27.468,10.715,501
27.478,10.170,511
27.487,9.152,518
27.498,10.695,522
27.509,10.928,522
27.521,12.146,520
27.530,9.348,520
27.540,9.852,524
27.552,12.382,527
27.564,11.216,524
27.575,11.429,527
27.586,10.568,529
27.599,13.522,529
27.612,12.885,525
27.623,10.922,519
27.635,12.226,523
27.643,8.320,535
27.654,10.947,535
27.667,12.677,541
27.677,9.694,543
27.688,10.860,539
27.699,11.039,540
27.709,10.006,544
27.718,9.011,546
27.728,10.164,546
27.738,10.159,545
27.748,9.946,550
27.759,11.043,549
27.769,9.885,546
27.780,10.758,538
27.790,10.404,542
27.801,10.596,539
27.810,9.523,542
27.823,12.436,549
27.835,12.070,558
27.845,10.442,559
27.854,8.781,558
27.865,11.492,554
27.874,8.867,556
27.887,12.665,560
27.902,14.631,560
27.912,10.351,558
27.922,9.749,559
27.932,10.027,560
27.944,12.610,563
27.954,9.956,562
27.965,10.337,557
27.975,10.201,558
27.986,11.310,564
27.994,8.282,572
28.004,9.739,576
28.016,12.357,580
28.026,9.209,581
28.037,10.941,577
28.048,11.384,579
28.057,8.975,583
28.066,9.391,585
28.077,11.066,580
28.086,8.097,587
28.097,11.543,589
28.109,11.865,587
28.119,10.069,585
28.128,9.186,584
28.139,11.031,579
28.148,8.655,576
28.159,10.886,578
28.168,8.857,589
28.176,8.448,594
28.184,7.759,597
28.194,10.089,597
28.206,11.859,595
28.219,13.630,592
28.228,8.362,600
28.237,9.605,602
